id; age; workClass; education; martialStatus; occupation; race; nativeCountry; salary
2324;0-120;Federal-gov;Masters;Married-civ-spouse;Nontechnical;White;Male;*;>50K
3410;0-120;Federal-gov;Masters;Married-civ-spouse;Nontechnical;White;Male;*;>50K
5305;41-45;Federal-gov;*;Divorced;*;White;Male;United-States;<=50K
7022;41-45;Federal-gov;*;Divorced;*;White;Male;United-States;<=50K
4713;0-120;Federal-gov;High School;Divorced;*;White;Male;United-States;<=50K
9596;0-120;Federal-gov;High School;Divorced;*;White;Male;United-States;<=50K
8453;31-40;Federal-gov;*;Never-married;*;White;Male;North America;<=50K
14613;31-40;Federal-gov;*;Never-married;*;White;Male;North America;<=50K
426;0-120;Federal-gov;Masters;Never-married;*;White;Male;United-States;<=50K
9263;0-120;Federal-gov;Masters;Never-married;*;White;Male;United-States;<=50K
3794;21-30;Federal-gov;Some-college;Never-married;*;White;Male;United-States;<=50K
18644;21-30;Federal-gov;Some-college;Never-married;*;White;Male;United-States;<=50K
10489;0-120;Federal-gov;Masters;Married-civ-spouse;*;White;Male;United-States;<=50K
21397;0-120;Federal-gov;Masters;Married-civ-spouse;*;White;Male;United-States;<=50K
1790;0-120;Federal-gov;High School;Married-civ-spouse;*;White;Male;United-States;<=50K
18034;0-120;Federal-gov;High School;Married-civ-spouse;*;White;Male;United-States;<=50K
7534;31-40;Federal-gov;Assoc-acdm;Married-civ-spouse;*;White;Male;United-States;<=50K
12107;31-40;Federal-gov;Assoc-acdm;Married-civ-spouse;*;White;Male;United-States;<=50K
33;21-30;Federal-gov;Some-college;Married-civ-spouse;*;White;Male;United-States;<=50K
1678;21-30;Federal-gov;Some-college;Married-civ-spouse;*;White;Male;United-States;<=50K
5549;0-120;Local-gov;Masters;Married-civ-spouse;*;White;Male;*;<=50K
6486;0-120;Local-gov;Masters;Married-civ-spouse;*;White;Male;*;<=50K
429;41-50;Local-gov;Masters;Married-civ-spouse;*;White;Male;United-States;<=50K
5707;41-50;Local-gov;Masters;Married-civ-spouse;*;White;Male;United-States;<=50K
3057;0-120;Local-gov;10th;Married-civ-spouse;*;White;Male;United-States;<=50K
13916;0-120;Local-gov;10th;Married-civ-spouse;*;White;Male;United-States;<=50K
333;51-60;Local-gov;10th;Married-civ-spouse;*;White;Male;United-States;<=50K
3226;51-60;Local-gov;10th;Married-civ-spouse;*;White;Male;United-States;<=50K
900;61-65;Local-gov;7th-8th;Married-civ-spouse;*;White;Male;United-States;<=50K
21113;61-65;Local-gov;7th-8th;Married-civ-spouse;*;White;Male;United-States;<=50K
1542;0-120;Local-gov;HS-grad;Separated;*;White;Male;United-States;<=50K
3416;0-120;Local-gov;HS-grad;Separated;*;White;Male;United-States;<=50K
7350;0-120;Local-gov;Some-college;Divorced;*;White;Male;*;<=50K
7859;0-120;Local-gov;Some-college;Divorced;*;White;Male;*;<=50K
500;20-25;Local-gov;HS-grad;Never-married;*;White;Male;*;<=50K
9604;20-25;Local-gov;HS-grad;Never-married;*;White;Male;*;<=50K
273;21-30;Local-gov;Masters;Never-married;*;White;Male;United-States;<=50K
3507;21-30;Local-gov;Masters;Never-married;*;White;Male;United-States;<=50K
4799;0-120;Local-gov;Bachelors;Never-married;*;White;Male;United-States;<=50K
4901;0-120;Local-gov;Bachelors;Never-married;*;White;Male;United-States;<=50K
700;31-40;Local-gov;Bachelors;Never-married;*;White;Male;United-States;<=50K
1578;31-40;Local-gov;Bachelors;Never-married;*;White;Male;United-States;<=50K
1382;25;Local-gov;Bachelors;Never-married;Technical;White;Male;*;<=50K
1918;25;Local-gov;Bachelors;Never-married;Technical;White;Male;*;<=50K
9749;0-120;Local-gov;Professional Education;Never-married;*;White;Male;United-States;<=50K
12960;0-120;Local-gov;Professional Education;Never-married;*;White;Male;United-States;<=50K
4742;0-120;Local-gov;Masters;Married-civ-spouse;*;White;Male;*;>50K
5370;0-120;Local-gov;Masters;Married-civ-spouse;*;White;Male;*;>50K
6665;39;Local-gov;High School;Married-civ-spouse;*;White;Male;*;>50K
12412;39;Local-gov;High School;Married-civ-spouse;*;White;Male;*;>50K
5202;0-120;Local-gov;Prof-school;Married-civ-spouse;*;White;Male;United-States;>50K
5728;0-120;Local-gov;Prof-school;Married-civ-spouse;*;White;Male;United-States;>50K
4908;41-50;Local-gov;Assoc-voc;Married-civ-spouse;*;White;Male;United-States;>50K
7989;41-50;Local-gov;Assoc-voc;Married-civ-spouse;*;White;Male;United-States;>50K
25;56-60;Local-gov;Bachelors;Married-civ-spouse;*;White;Male;United-States;>50K
5026;56-60;Local-gov;Bachelors;Married-civ-spouse;*;White;Male;United-States;>50K
11352;0-120;Self-emp-inc;Some-college;Divorced;Nontechnical;White;Male;North America;>50K
15105;0-120;Self-emp-inc;Some-college;Divorced;Nontechnical;White;Male;North America;>50K
1495;0-120;Self-emp-inc;High School;Married-civ-spouse;*;White;Male;United-States;>50K
21408;0-120;Self-emp-inc;High School;Married-civ-spouse;*;White;Male;United-States;>50K
6708;0-120;Self-emp-inc;Doctorate;Married-civ-spouse;*;White;Male;North America;>50K
7143;0-120;Self-emp-inc;Doctorate;Married-civ-spouse;*;White;Male;North America;>50K
5968;61-70;Self-emp-inc;Doctorate;Married-civ-spouse;*;White;Male;North America;>50K
16788;61-70;Self-emp-inc;Doctorate;Married-civ-spouse;*;White;Male;North America;>50K
763;51-60;Self-emp-inc;Doctorate;Married-civ-spouse;*;White;Male;United-States;>50K
10964;51-60;Self-emp-inc;Doctorate;Married-civ-spouse;*;White;Male;United-States;>50K
1351;31-35;Self-emp-inc;Bachelors;Married-civ-spouse;*;White;Male;North America;>50K
1638;31-35;Self-emp-inc;Bachelors;Married-civ-spouse;*;White;Male;North America;>50K
1666;46-50;Self-emp-inc;Some-college;Married-civ-spouse;Nontechnical;White;Male;*;>50K
8393;46-50;Self-emp-inc;Some-college;Married-civ-spouse;Nontechnical;White;Male;*;>50K
1102;0-120;Self-emp-inc;High School;Married-civ-spouse;*;White;Male;North America;<=50K
4196;0-120;Self-emp-inc;High School;Married-civ-spouse;*;White;Male;North America;<=50K
2959;0-120;Self-emp-inc;10th;Married-civ-spouse;*;White;Male;United-States;<=50K
5861;0-120;Self-emp-inc;10th;Married-civ-spouse;*;White;Male;United-States;<=50K
863;21-30;Self-emp-inc;Some-college;Married-civ-spouse;*;White;Male;United-States;<=50K
4104;21-30;Self-emp-inc;Some-college;Married-civ-spouse;*;White;Male;United-States;<=50K
5773;51-60;Self-emp-inc;Some-college;Married-civ-spouse;*;White;Male;United-States;<=50K
14674;51-60;Self-emp-inc;Some-college;Married-civ-spouse;*;White;Male;United-States;<=50K
116;51-60;Self-emp-inc;Some-college;Married-civ-spouse;Nontechnical;White;Male;United-States;<=50K
10578;51-60;Self-emp-inc;Some-college;Married-civ-spouse;Nontechnical;White;Male;United-States;<=50K
4175;0-120;Self-emp-inc;HS-grad;Separated;*;White;Male;United-States;<=50K
4225;0-120;Self-emp-inc;HS-grad;Separated;*;White;Male;United-States;<=50K
10100;21-30;Self-emp-inc;*;Never-married;*;White;Male;North America;<=50K
10432;21-30;Self-emp-inc;*;Never-married;*;White;Male;North America;<=50K
4574;36-40;Self-emp-inc;*;Never-married;*;White;Male;United-States;<=50K
4895;36-40;Self-emp-inc;*;Never-married;*;White;Male;United-States;<=50K
3844;0-120;Self-emp-inc;Bachelors;Never-married;*;White;Male;United-States;<=50K
4153;0-120;Self-emp-inc;Bachelors;Never-married;*;White;Male;United-States;<=50K
7602;0-120;Self-emp-inc;HS-grad;Divorced;*;White;Male;United-States;<=50K
8606;0-120;Self-emp-inc;HS-grad;Divorced;*;White;Male;United-States;<=50K
9774;0-120;Private;*;Separated;*;White;Male;United-States;>50K
11884;0-120;Private;*;Separated;*;White;Male;United-States;>50K
972;61-70;Private;Higher education;Widowed;*;White;Male;United-States;>50K
8402;61-70;Private;Higher education;Widowed;*;White;Male;United-States;>50K
7517;0-120;Private;Doctorate;Divorced;*;White;Male;United-States;>50K
18357;0-120;Private;Doctorate;Divorced;*;White;Male;United-States;>50K
4322;31-35;Private;Bachelors;Divorced;*;White;Male;*;>50K
5388;31-35;Private;Bachelors;Divorced;*;White;Male;*;>50K
183;0-120;Private;7th-8th;Married-civ-spouse;*;White;Male;North America;>50K
3795;0-120;Private;7th-8th;Married-civ-spouse;*;White;Male;North America;>50K
5072;61-65;Private;7th-8th;Married-civ-spouse;*;White;Male;*;>50K
12564;61-65;Private;7th-8th;Married-civ-spouse;*;White;Male;*;>50K
4438;0-120;Private;Doctorate;Married-civ-spouse;*;White;Male;*;>50K
6173;0-120;Private;Doctorate;Married-civ-spouse;*;White;Male;*;>50K
7777;36-40;Private;Doctorate;Married-civ-spouse;*;White;Male;*;>50K
13858;36-40;Private;Doctorate;Married-civ-spouse;*;White;Male;*;>50K
300;48;Private;Bachelors;Married-civ-spouse;*;White;Male;*;>50K
2894;48;Private;Bachelors;Married-civ-spouse;*;White;Male;*;>50K
1319;48;Private;Bachelors;Married-civ-spouse;Technical;White;Male;*;>50K
3831;48;Private;Bachelors;Married-civ-spouse;Technical;White;Male;*;>50K
3446;0-120;Private;Preschool;Married-civ-spouse;*;White;Male;*;<=50K
6433;0-120;Private;Preschool;Married-civ-spouse;*;White;Male;*;<=50K
14707;41-50;Private;Doctorate;Married-civ-spouse;*;White;Male;*;<=50K
18012;41-50;Private;Doctorate;Married-civ-spouse;*;White;Male;*;<=50K
74;71-80;Private;Some-college;Married-civ-spouse;*;White;Male;United-States;<=50K
8176;71-80;Private;Some-college;Married-civ-spouse;*;White;Male;United-States;<=50K
18;38;Private;11th;Married-civ-spouse;*;White;Male;North America;<=50K
1910;38;Private;11th;Married-civ-spouse;*;White;Male;North America;<=50K
1894;0-120;Private;*;Widowed;*;White;Male;United-States;<=50K
2326;0-120;Private;*;Widowed;*;White;Male;United-States;<=50K
2651;41-45;Private;*;Married-spouse-absent;*;White;Male;North America;<=50K
5636;41-45;Private;*;Married-spouse-absent;*;White;Male;North America;<=50K
463;46-50;Private;*;Married-spouse-absent;*;White;Male;North America;<=50K
9354;46-50;Private;*;Married-spouse-absent;*;White;Male;North America;<=50K
35;41-50;Private;11th;Never-married;*;White;Male;North America;<=50K
9566;41-50;Private;11th;Never-married;*;White;Male;North America;<=50K
569;41-50;Private;Masters;Divorced;Nontechnical;White;Male;*;<=50K
1675;41-50;Private;Masters;Divorced;Nontechnical;White;Male;*;<=50K
4748;51-60;Private;Higher education;Divorced;*;White;Male;*;<=50K
16334;51-60;Private;Higher education;Divorced;*;White;Male;*;<=50K
5608;51-60;Private;7th-8th;Divorced;*;White;Male;North America;<=50K
6886;51-60;Private;7th-8th;Divorced;*;White;Male;North America;<=50K
3229;41-45;Private;7th-8th;Divorced;*;White;Male;North America;<=50K
6760;41-45;Private;7th-8th;Divorced;*;White;Male;North America;<=50K
11343;31-40;Self-emp-not-inc;HS-grad;Divorced;*;White;Male;United-States;>50K
12192;31-40;Self-emp-not-inc;HS-grad;Divorced;*;White;Male;United-States;>50K
5311;0-120;Self-emp-not-inc;Doctorate;Never-married;Prof-specialty;White;Male;United-States;>50K
12715;0-120;Self-emp-not-inc;Doctorate;Never-married;Prof-specialty;White;Male;United-States;>50K
1136;46-50;Self-emp-not-inc;Masters;Married-civ-spouse;*;White;Male;North America;>50K
4976;46-50;Self-emp-not-inc;Masters;Married-civ-spouse;*;White;Male;North America;>50K
639;0-120;Self-emp-not-inc;Doctorate;Married-civ-spouse;*;White;Male;North America;>50K
3602;0-120;Self-emp-not-inc;Doctorate;Married-civ-spouse;*;White;Male;North America;>50K
1053;51-55;Self-emp-not-inc;Some-college;Married-civ-spouse;*;White;Male;United-States;>50K
1887;51-55;Self-emp-not-inc;Some-college;Married-civ-spouse;*;White;Male;United-States;>50K
564;51-55;Self-emp-not-inc;Bachelors;Married-civ-spouse;*;White;Male;North America;>50K
1051;51-55;Self-emp-not-inc;Bachelors;Married-civ-spouse;*;White;Male;North America;>50K
2348;0-120;Self-emp-not-inc;High School;Married-civ-spouse;*;White;Male;United-States;>50K
21241;0-120;Self-emp-not-inc;High School;Married-civ-spouse;*;White;Male;United-States;>50K
12986;0-120;Self-emp-not-inc;10th;Married-civ-spouse;*;White;Male;United-States;>50K
14814;0-120;Self-emp-not-inc;10th;Married-civ-spouse;*;White;Male;United-States;>50K
1621;44;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Male;*;>50K
8102;44;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Male;*;>50K
682;34;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Male;North America;>50K
6289;34;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Male;North America;>50K
6804;59;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Male;*;>50K
8577;59;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Male;*;>50K
4641;58;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Male;United-States;>50K
7716;58;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Male;United-States;>50K
7;52;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Male;United-States;>50K
5085;52;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Male;United-States;>50K
11590;31-40;Self-emp-not-inc;High School;Separated;Technical;White;Male;United-States;<=50K
15605;31-40;Self-emp-not-inc;High School;Separated;Technical;White;Male;United-States;<=50K
2700;0-120;Self-emp-not-inc;10th;Divorced;*;White;Male;United-States;<=50K
5825;0-120;Self-emp-not-inc;10th;Divorced;*;White;Male;United-States;<=50K
11088;41-50;Self-emp-not-inc;Higher education;Divorced;*;White;Male;United-States;<=50K
13111;41-50;Self-emp-not-inc;Higher education;Divorced;*;White;Male;United-States;<=50K
2168;31-40;Self-emp-not-inc;Professional Education;Divorced;*;White;Male;United-States;<=50K
2459;31-40;Self-emp-not-inc;Professional Education;Divorced;*;White;Male;United-States;<=50K
10207;41-45;Self-emp-not-inc;Bachelors;Divorced;Technical;White;Male;*;<=50K
19594;41-45;Self-emp-not-inc;Bachelors;Divorced;Technical;White;Male;*;<=50K
7429;0-120;Self-emp-not-inc;Masters;Never-married;*;White;Male;United-States;<=50K
10468;0-120;Self-emp-not-inc;Masters;Never-married;*;White;Male;United-States;<=50K
5212;31-40;Self-emp-not-inc;Assoc-voc;Never-married;*;White;Male;United-States;<=50K
9167;31-40;Self-emp-not-inc;Assoc-voc;Never-married;*;White;Male;United-States;<=50K
2461;0-120;Self-emp-not-inc;Assoc-acdm;Never-married;Craft-repair;White;Male;United-States;<=50K
3868;0-120;Self-emp-not-inc;Assoc-acdm;Never-married;Craft-repair;White;Male;United-States;<=50K
1254;28;Self-emp-not-inc;Some-college;Never-married;*;White;Male;*;<=50K
10068;28;Self-emp-not-inc;Some-college;Never-married;*;White;Male;*;<=50K
1075;0-20;Self-emp-not-inc;Some-college;Never-married;*;White;Male;United-States;<=50K
3085;0-20;Self-emp-not-inc;Some-college;Never-married;*;White;Male;United-States;<=50K
6356;46-50;Self-emp-not-inc;Bachelors;Never-married;*;White;Male;United-States;<=50K
12441;46-50;Self-emp-not-inc;Bachelors;Never-married;*;White;Male;United-States;<=50K
345;41-45;Self-emp-not-inc;Bachelors;Never-married;*;White;Male;United-States;<=50K
11350;41-45;Self-emp-not-inc;Bachelors;Never-married;*;White;Male;United-States;<=50K
6978;21-30;Self-emp-not-inc;High School;Never-married;*;White;Male;United-States;<=50K
7128;21-30;Self-emp-not-inc;High School;Never-married;*;White;Male;United-States;<=50K
5883;0-120;Self-emp-not-inc;10th;Never-married;Craft-repair;White;Male;*;<=50K
15540;0-120;Self-emp-not-inc;10th;Never-married;Craft-repair;White;Male;*;<=50K
6616;33;Self-emp-not-inc;HS-grad;Never-married;*;White;Male;*;<=50K
7689;33;Self-emp-not-inc;HS-grad;Never-married;*;White;Male;*;<=50K
2568;29;Self-emp-not-inc;HS-grad;Never-married;*;White;Male;United-States;<=50K
9450;29;Self-emp-not-inc;HS-grad;Never-married;*;White;Male;United-States;<=50K
199;20-25;Self-emp-not-inc;HS-grad;Never-married;*;White;Male;North America;<=50K
2342;20-25;Self-emp-not-inc;HS-grad;Never-married;*;White;Male;North America;<=50K
16;25;Self-emp-not-inc;HS-grad;Never-married;*;White;Male;United-States;<=50K
3585;25;Self-emp-not-inc;HS-grad;Never-married;*;White;Male;United-States;<=50K
2440;32;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Male;*;<=50K
6559;32;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Male;*;<=50K
627;38;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Male;*;<=50K
13580;38;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Male;*;<=50K
8495;46-50;Self-emp-not-inc;Doctorate;Married-civ-spouse;*;White;Male;United-States;<=50K
13000;46-50;Self-emp-not-inc;Doctorate;Married-civ-spouse;*;White;Male;United-States;<=50K
1513;61-70;Self-emp-not-inc;Assoc-voc;Married-civ-spouse;*;White;Male;United-States;<=50K
4148;61-70;Self-emp-not-inc;Assoc-voc;Married-civ-spouse;*;White;Male;United-States;<=50K
2507;51-60;Self-emp-not-inc;Prof-school;Married-civ-spouse;*;White;Male;United-States;<=50K
13549;51-60;Self-emp-not-inc;Prof-school;Married-civ-spouse;*;White;Male;United-States;<=50K
9296;31-40;Self-emp-not-inc;Assoc-acdm;Married-civ-spouse;*;White;Male;United-States;<=50K
18136;31-40;Self-emp-not-inc;Assoc-acdm;Married-civ-spouse;*;White;Male;United-States;<=50K
2994;35;Self-emp-not-inc;Bachelors;Married-civ-spouse;*;White;Male;*;<=50K
13282;35;Self-emp-not-inc;Bachelors;Married-civ-spouse;*;White;Male;*;<=50K
1877;42;Self-emp-not-inc;Bachelors;Married-civ-spouse;*;White;Male;United-States;<=50K
2256;42;Self-emp-not-inc;Bachelors;Married-civ-spouse;*;White;Male;United-States;<=50K
1;50;Self-emp-not-inc;Bachelors;Married-civ-spouse;*;White;Male;United-States;<=50K
3978;50;Self-emp-not-inc;Bachelors;Married-civ-spouse;*;White;Male;United-States;<=50K
3598;0-120;Local-gov;HS-grad;spouse not present;*;Amer-Indian-Eskimo;Female;United-States;<=50K
3729;0-120;Local-gov;HS-grad;spouse not present;*;Amer-Indian-Eskimo;Female;United-States;<=50K
5846;0-120;Private;HS-grad;Never-married;*;Amer-Indian-Eskimo;Female;United-States;<=50K
6902;0-120;Private;HS-grad;Never-married;*;Amer-Indian-Eskimo;Female;United-States;<=50K
7519;21-30;Private;HS-grad;Never-married;*;Amer-Indian-Eskimo;Female;United-States;<=50K
20472;21-30;Private;HS-grad;Never-married;*;Amer-Indian-Eskimo;Female;United-States;<=50K
4532;0-120;Private;HS-grad;Divorced;*;Asian-Pac-Islander;Female;*;<=50K
18509;0-120;Private;HS-grad;Divorced;*;Asian-Pac-Islander;Female;*;<=50K
1478;0-20;Private;High School;Never-married;*;Asian-Pac-Islander;Female;*;<=50K
14908;0-20;Private;High School;Never-married;*;Asian-Pac-Islander;Female;*;<=50K
1622;0-120;Private;HS-grad;Never-married;*;Asian-Pac-Islander;Female;*;<=50K
2135;0-120;Private;HS-grad;Never-married;*;Asian-Pac-Islander;Female;*;<=50K
13546;0-120;Private;Some-college;Never-married;*;Asian-Pac-Islander;Female;*;<=50K
17341;0-120;Private;Some-college;Never-married;*;Asian-Pac-Islander;Female;*;<=50K
4785;20-25;Private;Some-college;Never-married;*;Asian-Pac-Islander;Female;*;<=50K
6918;20-25;Private;Some-college;Never-married;*;Asian-Pac-Islander;Female;*;<=50K
2547;21-30;Private;Some-college;Never-married;Adm-clerical;Asian-Pac-Islander;Female;*;<=50K
4919;21-30;Private;Some-college;Never-married;Adm-clerical;Asian-Pac-Islander;Female;*;<=50K
8516;0-20;Private;High School;Never-married;*;Other;Female;*;<=50K
20299;0-20;Private;High School;Never-married;*;Other;Female;*;<=50K
11769;20-25;Private;Some-college;Never-married;*;Other;Female;*;<=50K
18576;20-25;Private;Some-college;Never-married;*;Other;Female;*;<=50K
1157;0-120;State-gov;Masters;Married-civ-spouse;*;White;Female;United-States;>50K
2716;0-120;State-gov;Masters;Married-civ-spouse;*;White;Female;United-States;>50K
1073;0-120;State-gov;Higher education;Married-civ-spouse;Prof-specialty;White;Female;United-States;>50K
1079;0-120;State-gov;Higher education;Married-civ-spouse;Prof-specialty;White;Female;United-States;>50K
5131;0-120;State-gov;Undergraduate;Married-civ-spouse;*;White;Female;United-States;<=50K
10596;0-120;State-gov;Undergraduate;Married-civ-spouse;*;White;Female;United-States;<=50K
653;0-120;State-gov;Undergraduate;Separated;*;White;Female;United-States;<=50K
9535;0-120;State-gov;Undergraduate;Separated;*;White;Female;United-States;<=50K
1856;0-120;State-gov;*;Never-married;*;White;Female;United-States;<=50K
3479;0-120;State-gov;*;Never-married;*;White;Female;United-States;<=50K
10434;0-120;State-gov;Professional Education;Divorced;*;White;Female;United-States;<=50K
11978;0-120;State-gov;Professional Education;Divorced;*;White;Female;United-States;<=50K
2602;0-120;State-gov;Assoc-voc;Divorced;*;White;Female;United-States;<=50K
3936;0-120;State-gov;Assoc-voc;Divorced;*;White;Female;United-States;<=50K
1521;0-120;State-gov;High School;Divorced;Other;White;Female;United-States;<=50K
9258;0-120;State-gov;High School;Divorced;Other;White;Female;United-States;<=50K
4208;0-120;Local-gov;Masters;Never-married;*;White;Female;United-States;>50K
8167;0-120;Local-gov;Masters;Never-married;*;White;Female;United-States;>50K
10692;0-120;Local-gov;High School;Married-civ-spouse;Other;White;Female;*;>50K
12506;0-120;Local-gov;High School;Married-civ-spouse;Other;White;Female;*;>50K
3468;31-40;Local-gov;Bachelors;Married-civ-spouse;*;White;Female;*;>50K
4246;31-40;Local-gov;Bachelors;Married-civ-spouse;*;White;Female;*;>50K
23790;0-120;Local-gov;High School;Married-civ-spouse;Other;White;Female;North America;<=50K
25410;0-120;Local-gov;High School;Married-civ-spouse;Other;White;Female;North America;<=50K
8142;0-120;Local-gov;Bachelors;Married-civ-spouse;*;White;Female;United-States;<=50K
8269;0-120;Local-gov;Bachelors;Married-civ-spouse;*;White;Female;United-States;<=50K
384;0-120;Local-gov;Some-college;Married-civ-spouse;Other;White;Female;United-States;<=50K
439;0-120;Local-gov;Some-college;Married-civ-spouse;Other;White;Female;United-States;<=50K
2458;0-120;Local-gov;Higher education;Separated;*;White;Female;United-States;<=50K
4274;0-120;Local-gov;Higher education;Separated;*;White;Female;United-States;<=50K
1980;51-60;Local-gov;Higher education;Divorced;*;White;Female;United-States;<=50K
2548;51-60;Local-gov;Higher education;Divorced;*;White;Female;United-States;<=50K
7589;46-50;Local-gov;Bachelors;Divorced;*;White;Female;*;<=50K
11127;46-50;Local-gov;Bachelors;Divorced;*;White;Female;*;<=50K
6975;46-50;Federal-gov;Higher education;Divorced;*;White;Female;United-States;<=50K
15155;46-50;Federal-gov;Higher education;Divorced;*;White;Female;United-States;<=50K
13888;0-120;Federal-gov;High School;Divorced;*;White;Female;North America;<=50K
14858;0-120;Federal-gov;High School;Divorced;*;White;Female;North America;<=50K
1231;51-60;Federal-gov;High School;Divorced;*;White;Female;United-States;<=50K
1253;51-60;Federal-gov;High School;Divorced;*;White;Female;United-States;<=50K
1121;41-50;Federal-gov;HS-grad;Divorced;*;White;Female;United-States;<=50K
13898;41-50;Federal-gov;HS-grad;Divorced;*;White;Female;United-States;<=50K
7062;0-120;Federal-gov;Bachelors;Never-married;Exec-managerial;White;Female;North America;<=50K
17408;0-120;Federal-gov;Bachelors;Never-married;Exec-managerial;White;Female;North America;<=50K
15663;0-120;Federal-gov;Some-college;Never-married;*;White;Female;United-States;<=50K
18172;0-120;Federal-gov;Some-college;Never-married;*;White;Female;United-States;<=50K
1146;21-30;Self-emp-inc;Undergraduate;Never-married;Nontechnical;White;Female;United-States;<=50K
17221;21-30;Self-emp-inc;Undergraduate;Never-married;Nontechnical;White;Female;United-States;<=50K
2837;0-120;Self-emp-not-inc;Higher education;Married-civ-spouse;*;White;Female;United-States;<=50K
12498;0-120;Self-emp-not-inc;Higher education;Married-civ-spouse;*;White;Female;United-States;<=50K
2852;0-120;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Female;United-States;<=50K
12121;0-120;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Female;United-States;<=50K
2453;0-120;Self-emp-not-inc;HS-grad;Married-civ-spouse;Other;White;Female;United-States;<=50K
3593;0-120;Self-emp-not-inc;HS-grad;Married-civ-spouse;Other;White;Female;United-States;<=50K
2646;0-120;Self-emp-not-inc;HS-grad;Widowed;*;White;Female;*;<=50K
3537;0-120;Self-emp-not-inc;HS-grad;Widowed;*;White;Female;*;<=50K
577;31-40;Self-emp-not-inc;Professional Education;Divorced;*;White;Female;United-States;<=50K
6909;31-40;Self-emp-not-inc;Professional Education;Divorced;*;White;Female;United-States;<=50K
3695;31-40;Self-emp-not-inc;Some-college;Divorced;*;White;Female;United-States;<=50K
6891;31-40;Self-emp-not-inc;Some-college;Divorced;*;White;Female;United-States;<=50K
7588;0-120;Self-emp-not-inc;Bachelors;Divorced;*;White;Female;United-States;<=50K
12185;0-120;Self-emp-not-inc;Bachelors;Divorced;*;White;Female;United-States;<=50K
186;41-50;Self-emp-not-inc;Bachelors;Divorced;*;White;Female;United-States;<=50K
768;41-50;Self-emp-not-inc;Bachelors;Divorced;*;White;Female;United-States;<=50K
14002;0-120;Self-emp-not-inc;HS-grad;Never-married;*;White;Female;United-States;<=50K
14334;0-120;Self-emp-not-inc;HS-grad;Never-married;*;White;Female;United-States;<=50K
3686;31-40;Self-emp-not-inc;HS-grad;Never-married;*;White;Female;United-States;<=50K
12042;31-40;Self-emp-not-inc;HS-grad;Never-married;*;White;Female;United-States;<=50K
5822;31-40;Private;Masters;Married-civ-spouse;*;White;Female;United-States;>50K
8097;31-40;Private;Masters;Married-civ-spouse;*;White;Female;United-States;>50K
7485;41-45;Private;Masters;Married-civ-spouse;*;White;Female;United-States;>50K
19417;41-45;Private;Masters;Married-civ-spouse;*;White;Female;United-States;>50K
1728;46-50;Private;Masters;Married-civ-spouse;*;White;Female;United-States;>50K
3966;46-50;Private;Masters;Married-civ-spouse;*;White;Female;United-States;>50K
67;51-55;Private;HS-grad;Married-civ-spouse;*;White;Female;United-States;>50K
6442;51-55;Private;HS-grad;Married-civ-spouse;*;White;Female;United-States;>50K
279;21-30;Private;Some-college;Married-civ-spouse;*;White;Female;United-States;>50K
4368;21-30;Private;Some-college;Married-civ-spouse;*;White;Female;United-States;>50K
2305;21-30;Private;Bachelors;Married-civ-spouse;*;White;Female;North America;>50K
2312;21-30;Private;Bachelors;Married-civ-spouse;*;White;Female;North America;>50K
6310;41;Private;Bachelors;Married-civ-spouse;*;White;Female;North America;>50K
6677;41;Private;Bachelors;Married-civ-spouse;*;White;Female;North America;>50K
125;46-50;Private;Bachelors;Married-civ-spouse;*;White;Female;United-States;>50K
1164;46-50;Private;Bachelors;Married-civ-spouse;*;White;Female;United-States;>50K
9824;0-120;Private;Masters;Divorced;*;White;Female;United-States;>50K
14821;0-120;Private;Masters;Divorced;*;White;Female;United-States;>50K
704;0-120;Private;Doctorate;Divorced;*;White;Female;United-States;>50K
7043;0-120;Private;Doctorate;Divorced;*;White;Female;United-States;>50K
665;0-120;Private;Assoc-acdm;Divorced;*;White;Female;United-States;>50K
24888;0-120;Private;Assoc-acdm;Divorced;*;White;Female;United-States;>50K
7377;0-120;Private;Some-college;Divorced;*;White;Female;United-States;>50K
7695;0-120;Private;Some-college;Divorced;*;White;Female;United-States;>50K
8031;0-120;Private;Bachelors;Divorced;*;White;Female;*;>50K
10834;0-120;Private;Bachelors;Divorced;*;White;Female;*;>50K
